Category,Course Type,District,Region,Local Course,AP/IB/PLTW/DCE/OLL,Standard,Course Level,College Relationship(s),Fullfills Grad Req
A - Computer Literacy,10002 - Computing Systems,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,054 CADDCompAid Drafting/Des I,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10002 - Computing Systems,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,055 CADDComp Aid Draftng/Design II,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10002 - Computing Systems,RICHFIELD PUBLIC SCHOOL DISTRICT 0280-01,11,PSEO 207 INTRO CMPTR/PROB SOLV,DCE,STATE,DUAL,NORMANDALE COMMUNITY COLLEGE,No
A - Computer Literacy,10002 - Computing Systems,VERNDALE PUBLIC SCHOOL DISTRICT 0818-01,5,045 Robotics,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ACADEMIC ARTS HIGH SCHOOL 4119-07,11,6302 Coding,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ADA-BORUP PUBLIC SCHOOL DISTRICT 2854-01,1,0309 Gr 3 Computer,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ADA-BORUP PUBLIC SCHOOL DISTRICT 2854-01,1,0409 Gr 4 Computer,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ADA-BORUP PUBLIC SCHOOL DISTRICT 2854-01,1,0509 Grade 5 Computer,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ADRIAN PUBLIC SCHOOL DISTRICT 0511-01,8,526 Information Technology Concept,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ALBERT LEA PUBLIC SCHOOL DISTRICT 0241-01,10,3107003 Computer Systems,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ALBERT LEA PUBLIC SCHOOL DISTRICT 0241-01,10,,,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6167 Digital Literacy II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6168 Digital Literacy II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6169 Digital Literacy II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BARNUM PUBLIC SCHOOL DISTRICT 0091-01,3,1710 INTRO TO COMPUTER TECH,N/A,NONE_ADDRESSED,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,BARNUM PUBLIC SCHOOL DISTRICT 0091-01,3,1713 STEM 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BARNUM PUBLIC SCHOOL DISTRICT 0091-01,3,1735 MULTIMEDIA,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BLOOMING PRAIRIE PUBLIC SCHOOL DIST 0756-01,10,026 WEB DESIGN,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BLOOMING PRAIRIE PUBLIC SCHOOL DIST 0756-01,10,029 COMP. APP. III,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,M7700 DIGITAL KNOWLEDGE,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,BURNSVILLE PUBLIC SCHOOL DISTRICT 0191-01,11,M7800 THE DIGITAL AGE,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,CANNON FALLS PUBLIC SCHOOL DISTRICT 0252-01,10,7193 OL Computer Science,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,COOK COUNTY PUBLIC SCHOOLS 0166-01,3,14 Tech Intern,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003B11 Intro to Technology Skills,N/A,NONE_ADDRESSED,BASIC,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003G11 Intro to Technology,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003G11B Intro to Tech Skinny w/Band,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003G11MC Intro to Tech Skinny/Mens Chor,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003G11PO Intro to Tech Skinny/9th Orch,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT 0272-01,11,10003G11TC Intro to Tech Skinny w/Treble,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,EDGERTON PUBLIC SCHOOL DISTRICT 0581-01,8,098 Comp Scienc 105,DCE,NONE_ADDRESSED,DUAL,SOUTHWEST MINNESOTA STATE UNIVERSITY,No
A - Computer Literacy,10003 - Computer and Information Technology,FLOODWOOD PUBLIC SCHOOL DISTRICT 0698-01,3,10003 Technology Independent Study,N/A,NONE_ADDRESSED,BASIC,,No
A - Computer Literacy,10003 - Computer and Information Technology,FOREST LAKE PUBLIC SCHOOL DISTRICT 0831-01,11,2040 Business Information Systems,DCE,STATE,DUAL,PINE TECHNICAL COLLEGE,No
A - Computer Literacy,10003 - Computer and Information Technology,GOODHUE COUNTY EDUCATION DISTRICT 6051-61,10,122201-01 Information Technology,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,GOODRIDGE PUBLIC SCHOOL DISTRICT 0561-01,1,3201 Computers 7,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,GRAND RAPIDS PUBLIC SCHOOL DISTRICT 0318-01,3,1824 PC Technology,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,HENNING PUBLIC SCHOOL DISTRICT 0545-01,4,001 Computer 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,HOPKINS PUBLIC SCHOOL DISTRICT 0270-01,11,784111 Information Technology 1,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,HOPKINS PUBLIC SCHOOL DISTRICT 0270-01,11,784211 Information Technology 2,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,KASSON-MANTORVILLE SCHOOL DISTRICT 0204-01,10,03224 Computer Applications,N/A,NONE_ADDRESSED,ARTICULATED,ROCHESTER COMMUNITY/TECH COLLEGE,No
A - Computer Literacy,10003 - Computer and Information Technology,Laporte Public School District 0306-01,2,902 Keyboarding,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MADELIA PUBLIC SCHOOL DISTRICT 0837-01,9,257 Computer 9,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MARSHALL PUBLIC SCHOOL DISTRICT 0413-01,8,1-545 Onl Learn & Dig Ctzshp (sem),N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MEEKER AND WRIGHT SPECIAL EDUCATION 0938-52,07W,122 Comp Info&Tech,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MILACA PUBLIC SCHOOL DISTRICT 0912-01,07E,407 Computer 7,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,1143009B Native American Studies B,OLL,STATE,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11497020 TrWordProcessing,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11497021 TrKeyboarding,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11697008 Transfer Computer Technology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863678 Emergent Computer Technology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNESOTA TRANSITIONS CHARTER SCH 4017-07,11,11863769 Intro to Computers & Info Tech,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MINNEWASKA SCHOOL DISTRICT 2149-01,4,IT7 Exploring IT 7,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,MONTICELLO PUBLIC SCHOOL DISTRICT 0882-01,07W,5100 Computer Applications,N/A,NATIONAL,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,MORA PUBLIC SCHOOL DISTRICT 0332-01,07E,10503 Computer Grade 1,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,NASHWAUK-KEEWATIN SCHOOL DISTRICT 0319-01,3,10003.1 Computers 10-12,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,NORMAN COUNTY EAST SCHOOL DISTRICT 2215-01,1,599 College Information Systems,DCE,STATE,DUAL,NORTHLAND COMMUNITY & TECHNICAL CLG,No
A - Computer Literacy,10003 - Computer and Information Technology,NORTH BRANCH PUBLIC SCHOOLS 0138-01,07E,D9510 Intro to Info Technology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,70072100 POA Info to InformTechnology,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,PRINCETON PUBLIC SCHOOL DISTRICT 0477-01,07E,70072103 POA Intro Info Tech Support,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,PRIOR LAKE-SAVAGE AREA SCHOOLS 0719-01,11,B0250 Computing for College/Car A,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,RED LAKE COUNTY CENTRAL PUBLIC SCH 2906-01,1,006055 Social Media Communications Online,DCE /OLL,NONE_ADDRESSED,DUAL,ALEXANDRIA TECHNICAL COLLEGE,No
A - Computer Literacy,10003 - Computer and Information Technology,RED LAKE PUBLIC SCHOOL DISTRICT 0038-01,2,1389 Introduction to Technology,N/A,NATIONAL,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,30506RITI InformationTech Infrastructure,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,30506RITL Information Technology Launch,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,31006RITL Information Technology Launch,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,ROCHESTER PUBLIC SCHOOL DISTRICT 0535-01,10,31506RITL Information Technology Launch,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0240 IT Exploration A,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEMOUNT-APPLE VALLEY-EAGAN 0196-01,11,0241 IT Exploration B,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,5701 Graphic Design I,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,5703 Civil Engineering,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,5704 Exploring Engineering,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,5708 Graphic Design II,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,5781 Learning the Construction Trades,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROSEVILLE PUBLIC SCHOOL DISTRICT 0623-01,11,6072 Introduction to Computer Science and Coding,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ROTHSAY PUBLIC SCHOOL DISTRICT 0850-01,4,005 Computer 9,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,RUNESTONE AREA ED. DISTRICT 6014-61,4,0810 Introduction to Computers,DCE,COMBINATION,DUAL,ALEXANDRIA TECHNICAL COLLEGE,No
A - Computer Literacy,10003 - Computer and Information Technology,SARTELL-ST. STEPHEN SCHOOL DISTRICT 0748-01,07W,0201301 INTRO TO HELP DESK,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,SAUK CENTRE PUBLIC SCHOOL DISTRICT 0743-01,07W,9016a COMPUTER COMM,N/A,STATE,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,057571411 CODING I,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,057571412 CODING II,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. CLOUD PUBLIC SCHOOL DISTRICT 0742-01,07W,057571413 CODING III,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N308101 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N308102 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N308103 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N308104 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N408101 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,N408103 Genius Squad,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T307101 AOIT Survey 8th Grade,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T307102 AOIT Survey 8th Grade,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T307103 AOIT Survey 8th Grade,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PAUL PUBLIC SCHOOL DISTRICT 0625-01,11,T307104 AOIT Survey 8th Grade,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,ST. PETER PUBLIC SCHOOL DISTRICT 0508-01,9,ITSY400B1 Discover I.T.,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,STAR OF THE NORTH ACADEMY CHARTER S 4224-07,11,114 Technology,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,STAR OF THE NORTH ACADEMY CHARTER S 4224-07,11,124 Technology,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,TRI-CITY UNITED SCHOOL DISTRICT 2905-01,9,193 Computer Tech l,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,TRI-COUNTY SCHOOL DISTRICT 2358-01,1,CMP06 Computer Grade 6,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,TRI-COUNTY SCHOOL DISTRICT 2358-01,1,CMP7 Computer 7,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,TRI-COUNTY SCHOOL DISTRICT 2358-01,1,CMP8 Computer 8,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,TRIO WOLF CREEK DISTANCE LEARNING 4095-07,07E,790 OTIS-OR,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,TRIO WOLF CREEK DISTANCE LEARNING 4095-07,07E,791 OTIS,N/A,STATE,GENERAL,,Yes
A - Computer Literacy,10003 - Computer and Information Technology,TRUMAN PUBLIC SCHOOL DISTRICT 0458-01,9,380 O - Intro. to Info. Tech,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WARROAD PUBLIC SCHOOL DISTRICT 0690-01,1,DigLit7 Digital Literature 7,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WARROAD PUBLIC SCHOOL DISTRICT 0690-01,1,DigLit8 Digital Literature 8,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WIN-E-MAC SCHOOL DISTRICT 2609-01,1,0601 7 Computer,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WIN-E-MAC SCHOOL DISTRICT 2609-01,1,0602 Computer 9,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WIN-E-MAC SCHOOL DISTRICT 2609-01,1,0671 Multi-Media Arts,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WIN-E-MAC SCHOOL DISTRICT 2609-01,1,0672 Multi-Media Arts,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WINDOM PUBLIC SCHOOL DISTRICT 0177-01,8,400364 INFORMATION TECHNOLOGY CONCEPT,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10003 - Computer and Information Technology,WORTHINGTON PUBLIC SCHOOL DISTRICT 0518-01,8,2008 COMP. FUNDAMENTALS B,OLL,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,A.C.G.C. PUBLIC SCHOOL DISTRICT 2396-01,06E,562 Computer Applications,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ADRIAN PUBLIC SCHOOL DISTRICT 0511-01,8,500a GenBusiness 9a,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ADRIAN PUBLIC SCHOOL DISTRICT 0511-01,8,500b GenBusiness 9b,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,AITKIN PUBLIC SCHOOL DISTRICT 0001-01,3,2000 Computer Applications 8,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,AITKIN PUBLIC SCHOOL DISTRICT 0001-01,3,2002 Computer Apps 7,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALBANY PUBLIC SCHOOL DISTRICT 0745-01,07W,26 Computer Applications: WD,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALBERT LEA PUBLIC SCHOOL DISTRICT 0241-01,10,3106400 Gateway 8,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALBERT LEA PUBLIC SCHOOL DISTRICT 0241-01,10,3107100 Cloud Computing 8,N/A,STATE,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALDEN-CONGER PUBLIC SCHOOL DISTRICT 0242-01,10,287 Computer Apps 6,N/A,NONE_ADDRESSED,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,0811 Adv Microsoft Offc Appl,N/A,LOCAL,ADVANCED,,No
A - Computer Literacy,10004 - Computer Applications,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6304 Study Skills II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6305 Study Skills II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ALEXANDRIA PUBLIC SCHOOL DISTRICT 0206-01,4,6306 Study Skills II,N/A,STATE,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70360 ComputerApps,N/A,STATE,ARTICULATED,ANOKA-HENNEPIN TECHNICAL COLLEGE,No
A - Computer Literacy,10004 - Computer Applications,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,70649 CompSkill STEAM,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,80355 BusinessApplications,N/A,NATIONAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,80371 HonComputerAppAdv,N/A,STATE,ADVANCED,,No
A - Computer Literacy,10004 - Computer Applications,ANOKA-HENNEPIN PUBLIC SCHOOL DIST. 0011-01,11,90360 ComputerApps,N/A,STATE,ARTICULATED,ANOKA-HENNEPIN TECHNICAL COLLEGE,No
A - Computer Literacy,10004 - Computer Applications,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,2853 Computer Applications I,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,2854 Computer Applications II,N/A,COMBINATION,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,3853 IS Comp Apps I,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10004 - Computer Applications,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,3959 IS - Comp Apps I,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10004 - Computer Applications,BAGLEY PUBLIC SCHOOL DISTRICT 0162-01,2,3960 IS - Computer Apps II,N/A,COMBINATION,GENERAL,,Yes
A - Computer Literacy,10004 - Computer Applications,BARNESVILLE PUBLIC SCHOOL DIST. 0146-01,4,033 Computer Apps,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,BATTLE LAKE PUBLIC SCHOOL DISTRICT 0542-01,4,GAPP001 Advanced Google Apps,N/A,NONE_ADDRESSED,GENERAL,,Yes
A - Computer Literacy,10004 - Computer Applications,BELLE PLAINE PUBLIC SCHOOL DISTRICT 0716-01,11,4055a Computer Applications,N/A,COMBINATION,ARTICULATED,HENNEPIN TECHNICAL COLLEGE,Yes
A - Computer Literacy,10004 - Computer Applications,BEMIDJI PUBLIC SCHOOL DISTRICT 0031-01,2,400BCAPP COMPUTER APPLICATIONS,N/A,LOCAL,GENERAL,,No
A - Computer Literacy,10004 - Computer Applications,BERTHA-HEWITT PUBLIC SCHOOL DIST. 0786-01,5,161 Technology 8,N/A,COMBINATION,GENERAL,,No
